paperId,referenceId,year
0007cd4870abff3c79537a4722d2f6365eb5468f,00e26133551f152f4c8913c5442238d30a63ef79,2022
0007cd4870abff3c79537a4722d2f6365eb5468f,00b0779034bc13da8f4eb18ed3d0c3466d759b91,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,0092c1083e4fb679b288686d1dc8c9d83efef9bc,2022
0007cd4870abff3c79537a4722d2f6365eb5468f,00ddb10417f77b54ea9ba38c35dcc3310a08aa34,2022
0007cd4870abff3c79537a4722d2f6365eb5468f,0098b6f1bf31b12cdd0c24ef81050c3d2a39b0f5,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,00814de5c4a22fec6d7e6d161f006d9c59482278,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,00016e315b39d20b69f041790573e2215f9eb028,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,0004bfb2afc73e755c6c4987225907472da966d1,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,00bc00b24b901559bb1cad66c4bf354808b1d923,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,00196a9ef3e29d16a026e6fa69886e273c685cac,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,001fed0e97d344c3aa563c704356099a05111949,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,0038c3c38fd975d3373d63e76b7db5d2c7bf94bf,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,00811cc3b808295db2c7a184c2a8da1d66d17e23,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,00735bf6a1ad14a343650e7a4b6661eda04ddd60,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,01383cf064a9963054b5416c04cc421100656892,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,006707fad29166a3426fbb654d842c6d9292a771,2024
0007cd4870abff3c79537a4722d2f6365eb5468f,00656f8d0bef8ec30a14212dbea3f394a7112e94,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,0034365ccb6a98eddd0fab3184c1930621ca7b17,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,0034365ccb6a98eddd0fab3184c1930621ca7b17,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,008a06b6d99f30957947c2b0acf8f043db23fd75,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,002050388cdb39d6413ce48230496e8ccc08df04,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,01135d952acc731742fd20b9b2d4915c4c169950,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,001533bcbe30802b9a37d8f9f22a083ccef516b4,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,01458da3d3902e6ccd4b8af92cd22553596da923,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,0069995f0be8f64d081b5c0bdd56d17f49ea5f25,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,00363213c1d91a7d051c5ccbd360e11c8210aae4,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,00d3c2608f64f432f21a7749b9c674c94170d17e,2019
0007cd4870abff3c79537a4722d2f6365eb5468f,008a0971b86645137102eebd63f8901638bf983c,2024
0007cd4870abff3c79537a4722d2f6365eb5468f,00196a9ef3e29d16a026e6fa69886e273c685cac,2022
0007cd4870abff3c79537a4722d2f6365eb5468f,0009c4975fcb502a4af0e53d46ec6255c13216a1,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,0083bf90c49c5f48d52ce309c4ddc7f4f9782b15,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,009687779428dcb8c32f3c930697a7c3f8de3d3b,2021
0007cd4870abff3c79537a4722d2f6365eb5468f,00c05c5f00a88ca00e8704c2ce2010ac0667a924,2023
0007cd4870abff3c79537a4722d2f6365eb5468f,00bc156bac2b39fab1689fe047b23c9f216d7f29,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,00433ea2a6d853403019b8b165030bacde9f20d3,2022
0007cd4870abff3c79537a4722d2f6365eb5468f,00bc00b24b901559bb1cad66c4bf354808b1d923,2020
0007cd4870abff3c79537a4722d2f6365eb5468f,0004bfb2afc73e755c6c4987225907472da966d1,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,005ad8621bb9672af1ac43500a5143d9d3f2db3e,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,00f2dc9cd83b6730ff3c458b73d6c5507dcc36e4,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,011efa271f4a51f73312e407d84161b7819ab066,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,00a9af382e2e28bdd25dddbb1cd64c1885a4fc93,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,0152f2ba5f4765a313e4e41f735a37fca52a2a59,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,005073ef6077877fedb41002cb9273f1b08b7b09,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0013693bccf244dad3d321558ac7986bc0230db9,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,007617660cc0d33741a6b6603da6a1844714cbdf,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,0048334fea7c1d80dd9f2fde8da71775a13afce6,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,00bc156bac2b39fab1689fe047b23c9f216d7f29,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,00c2b76966cc18c09e865cf827fb4c7a3d294a6c,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,01458da3d3902e6ccd4b8af92cd22553596da923,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,00ba98cf43f53a8e9e61b8895a7ca302900e6d7e,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,0067258937f69e4cc4371a924134189074be8d93,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,009bce9910153fbd8729954c24c64cf7ee0f7c1b,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,00ada6a5c6607c63b7e060d040ddee120d5107ee,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,00ddb10417f77b54ea9ba38c35dcc3310a08aa34,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0069995f0be8f64d081b5c0bdd56d17f49ea5f25,2019
0009c4975fcb502a4af0e53d46ec6255c13216a1,0054351123d266e99f6b207082265caa038b6b50,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,006b89abc356c1c3bf2dfa35f47c0601c39dce38,2024
0009c4975fcb502a4af0e53d46ec6255c13216a1,00a653b045e7df3e93de9dc3cb0a186024ad1df0,2019
0009c4975fcb502a4af0e53d46ec6255c13216a1,007f1a6d948cfc4cd838131ab18fac51b01f5275,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,0140b503a44298915542b284f66ecd8e5adc737b,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,001bd1d8b04d5c20d9f4f4860146d43de445bc17,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,002df72c36a270cc824897f6e5f88edf70fb1f61,2024
0009c4975fcb502a4af0e53d46ec6255c13216a1,006b89abc356c1c3bf2dfa35f47c0601c39dce38,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0014e3f6909edbbf8e4d417baf2b991ffbc2909e,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,001c15accd39827ecf9838d496b7e44e9f890ee7,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,0022282d20f3c507fba576062c6c58c02dd4c8f7,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,007098d098b83163f76d17b75fb47f2eec43fd2d,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,000cd7ac3435007cca292fc8f1bac86b7a066467,2024
0009c4975fcb502a4af0e53d46ec6255c13216a1,002050388cdb39d6413ce48230496e8ccc08df04,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0000d36f99f61d6768e7c21c46ce4350b41a6a89,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,001842ba6c880608a573eeeb2ccd38e9a8ba8281,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,001bd1d8b04d5c20d9f4f4860146d43de445bc17,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,00ada6a5c6607c63b7e060d040ddee120d5107ee,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,011efa271f4a51f73312e407d84161b7819ab066,2019
0009c4975fcb502a4af0e53d46ec6255c13216a1,00fe7c7b31a1a83fbb38f605631f1d6e76f388a2,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,01383cf064a9963054b5416c04cc421100656892,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0074abb724b0cec51d8ff51b73f41452fa3b156f,2019
0009c4975fcb502a4af0e53d46ec6255c13216a1,0042b16cba12db67855b603c261199b70067c69a,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,007b5590510ea92dddb5c43ea4df9c8bc068e15d,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,00e34b7351b6f7104218a7a09ee22aedcc927d4b,2021
0009c4975fcb502a4af0e53d46ec6255c13216a1,00ad2477dc6e9223507654688f088ba35a29a653,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,000bc721cefe3f2ba2425e8b95b042dc1e9778f9,2023
0009c4975fcb502a4af0e53d46ec6255c13216a1,0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,0056e636953cb016836b2c05f43a3d1d4f19880b,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,011efa271f4a51f73312e407d84161b7819ab066,2020
0009c4975fcb502a4af0e53d46ec6255c13216a1,0131f82eadbf40966b110360f97b99289e56dd37,2022
0009c4975fcb502a4af0e53d46ec6255c13216a1,00554b24a42a74ce45d041d3ace268d3fe3eb77a,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00616d3f2033c39831e6274b000dba93e7173e8c,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00656f8d0bef8ec30a14212dbea3f394a7112e94,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,014cf690afedcb7d8fddaa9d6770f162385ffc99,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00f189133a8c64e5d197ef37092257463f8a2e8b,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0006b5336a56fa671de83fddc17d7165e1a0d637,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00729e81a3c5d5ca1f7c57751cc6664da5450c76,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00e3e4cfdba66226403368edd30df8032c9802f0,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,002df72c36a270cc824897f6e5f88edf70fb1f61,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00ada6a5c6607c63b7e060d040ddee120d5107ee,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,002c19bc5e0040b8bb4dd0d7fcbd1760abbb8035,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0019dbffc27ecda6e699a2a6a5d0861a478dd204,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00975a7f3bc8bfb0a694117c07ccb7324333014f,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00b0779034bc13da8f4eb18ed3d0c3466d759b91,2019
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00433ea2a6d853403019b8b165030bacde9f20d3,2024
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00a653b045e7df3e93de9dc3cb0a186024ad1df0,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00c5cf4399df8efa1179915c36088a99eb26f281,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00768f59dc45c197f4329a4d6287423dca22cdbf,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,01135d952acc731742fd20b9b2d4915c4c169950,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,003d1994ad51db685cdb7f98063edb3a53816bb7,2019
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,007f1a6d948cfc4cd838131ab18fac51b01f5275,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,000cd7ac3435007cca292fc8f1bac86b7a066467,2019
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00768f59dc45c197f4329a4d6287423dca22cdbf,2019
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,007b0a33a13c085f7ba0a66d1b6b1f7fbace740e,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00b3fc061b3600b9508480022556c9a76494dba4,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,2024
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,009eb31338512d9ca6ffde4062f0443f94b61fd1,2024
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00040bdd447f041a50ae95fd51926cf435ef1eba,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,003d8ba6b56262942c5ed88052fbd1282495966b,2024
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00656f8d0bef8ec30a14212dbea3f394a7112e94,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00c5cf4399df8efa1179915c36088a99eb26f281,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00363213c1d91a7d051c5ccbd360e11c8210aae4,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,008f51c5a995cf3d19bdcf2c7bb01648774daafb,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,008f51c5a995cf3d19bdcf2c7bb01648774daafb,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,014cf690afedcb7d8fddaa9d6770f162385ffc99,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,007098d098b83163f76d17b75fb47f2eec43fd2d,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,008f2f675f9bf99f29ef7d3e8cdf4734cd9bb918,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,005b716759daadb580b472602f6167559aadc9c5,2019
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00433ea2a6d853403019b8b165030bacde9f20d3,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0009c4975fcb502a4af0e53d46ec6255c13216a1,2020
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00c2b76966cc18c09e865cf827fb4c7a3d294a6c,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0149c0f5b7985d17afc516d932dd17c4205fd4ba,2023
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,0092c1083e4fb679b288686d1dc8c9d83efef9bc,2021
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,00cb8781b1c991659b9ba6e525eaadf13fe8f359,2022
000bc721cefe3f2ba2425e8b95b042dc1e9778f9,011961296d458fbf1d605e58f49497e7a8f6f011,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,005073ef6077877fedb41002cb9273f1b08b7b09,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,0085bc8aa185ebb0fb18f55cc197c8d98232445d,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,00e34b7351b6f7104218a7a09ee22aedcc927d4b,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,0059adaaa42b647f4810d651fee0d7c5e5f60eaa,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,0048334fea7c1d80dd9f2fde8da71775a13afce6,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,01195a0ceb2ca420405c96ebcabc7718c1e78ac8,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,01458da3d3902e6ccd4b8af92cd22553596da923,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00616d3f2033c39831e6274b000dba93e7173e8c,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,0090fe788feb3d56ee9bb1aaf83d51de71d8d3e6,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00768f59dc45c197f4329a4d6287423dca22cdbf,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,00c53bf5f1a48b64ee809cad8acc933d43234b9c,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,00e3c0110f4d65897ec9e805a4429f4aa03cc6fe,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00227f73b6547b43d9f6c22e0136ab1fadb7036c,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,0150286dd10c0e18fd86a08603fd32343ba73d46,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,009bce9910153fbd8729954c24c64cf7ee0f7c1b,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,0022282d20f3c507fba576062c6c58c02dd4c8f7,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,00811cc3b808295db2c7a184c2a8da1d66d17e23,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,00a427715f49105b001ba242ad0e36b570c6d5db,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,0018e888e83bfd993bc49455a8787577ab28a19c,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,00c28df4baa4eea232026dafe8bf8cd800a9110a,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00fcd279bc6e702cfa72bf98c381242b25fd1734,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,0027a5389929596cc4bd1d645104cd7d88588509,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,0039e77f1a6de8f375b9c57417201957471ea121,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,006bd41c4a52c64445afdbc67182715a476e09c8,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,0006b5336a56fa671de83fddc17d7165e1a0d637,2024
000cd7ac3435007cca292fc8f1bac86b7a066467,008f51c5a995cf3d19bdcf2c7bb01648774daafb,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,00e65d86d2b4600508d3f76a940da7a36cee04a9,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,009687779428dcb8c32f3c930697a7c3f8de3d3b,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,002b5b830c6c7f312dd82cf936b6204bd4018de6,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,014cf690afedcb7d8fddaa9d6770f162385ffc99,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,00bb7f29057d30892f84cc01a96301b688fcdef8,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00a3e1c293f3c8dfc205f0094f4d971850a5d99c,2024
000cd7ac3435007cca292fc8f1bac86b7a066467,00656f8d0bef8ec30a14212dbea3f394a7112e94,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,00801b7f0a13c5959773466b1ba9e5b18ea7c7d5,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,000bf014a71283e739b3288783e0572dd4de7301,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,002ca9eeb8de246f430f8c5ea4b60c5b3165aeac,2022
000cd7ac3435007cca292fc8f1bac86b7a066467,00314c680192fdf5e711e0d23c1f6d44cc89e65b,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,0047798ed5bbb87084440d31345ae318e1e3a1b4,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,00616d3f2033c39831e6274b000dba93e7173e8c,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,0125abc6b5f4b4e1c9b87c4735fc8313c0600c88,2019
000cd7ac3435007cca292fc8f1bac86b7a066467,00bc00b24b901559bb1cad66c4bf354808b1d923,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,000bf014a71283e739b3288783e0572dd4de7301,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,00dc5c4cb64d6bd66ba091b2bdbd7baa189a3ced,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,0039e77f1a6de8f375b9c57417201957471ea121,2021
000cd7ac3435007cca292fc8f1bac86b7a066467,0048334fea7c1d80dd9f2fde8da71775a13afce6,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,0013693bccf244dad3d321558ac7986bc0230db9,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,009687779428dcb8c32f3c930697a7c3f8de3d3b,2023
000cd7ac3435007cca292fc8f1bac86b7a066467,00ad2477dc6e9223507654688f088ba35a29a653,2020
000cd7ac3435007cca292fc8f1bac86b7a066467,0018e888e83bfd993bc49455a8787577ab28a19c,2023
